C0000727  Abdomen, Acute
C1281941  abdominal early pain pregnancy
C1282002  Abdominal pain - cause unknown (finding)
C1282322  acute pelvic pain
C1286433  Finding of headache character
C1287517  Finding of pattern of fever
C1287526  Finding of phase of fever
C1290644  Extrinsic staining of teeth associated with oral habits (disorder)
C1291077  Bloating
C1291078  Epigastric discomfort
C1299637  Colicky hypogastric pain (finding)
C1300119  Generalised colicky abdominal pain
C1304408  Urticarial vasculitis
C1320474  NUCHAL RIGIDITY
C1321324  Bruns nystagmus (disorder)
C1321607  Fear of falling
C1328466  Laryngopharyngeal Dysesthesia
C1332239  Alterations in Smell or Taste
C1332836  Cancer Fatigue
C1333034  Chronic Cancer Pain
C1334804  Motor Manifestations
C1335944  Sensory Manifestations
C1336970  Visual Manifestations
C1385682  abdominal; pain, lower abdomen, pelvic or perineal
C1386058  General physical deterioration
C1386605  organic; aphonia
C1387638  local skin lesion; anesthesia
C1388031  quadrant anopsia
C1389591  limitation; visual field
C1390877  abdomen; tympany
C1394864  abdominal rigidity; severe abdominal pain
C1395353  diaphragm; spasm
C1396873  eruption; ringed
C1397022  imbalance; labyrinth,
C1397229  febricula
C1397263  phenomenon; vasomotor
C1397829  frequency; micturition, and painful
C1398152  lack of; responsiveness, behavior
C1398200  behavior; poor responsiveness
C1398206  behavior; slow
C1398207  behavior; slowness
C1398545  sense; anxiety
C1398595  effects of; steroids, fever, correct substance properly administered
C1398664  visual field; disability
C1398665  deformity; visual field
C1398667  vision; visual field
C1398935  grand mal; seizures, petit mal
C1399115  paralysis of hand
C1399357  hemiparesthesia
C1399359  hemiplegia; hypotonic
C1399371  hemitremor
C1400318  hypotonic; paraplegia
C1400319  hypotonic; quadriplegia
C1400453  fever; inanition
C1401125  fever; intermittent, of unknown origin
C1401289  irritation; nervous
C1401304  ischiadicus; pain
C1401357  fever; iodine, correct substance properly administered
C1401750  fever; steroid, correct substance properly administered
C1401823  cramp(s); uterus
C1402130  low back; myofasciitis
C1403230  lumbar region; pain
C1403584  massive; myoclonus
C1404572  n.ischiadicus; neuritis
C1404807  nephralgia
C1404860  nape; pain
C1404861  nape; stiff
C1404887  nervous; problem
C1405030  pain; micturition, and frequent
C1405032  lower abdomen; pain, pelvic or perineal
C1406074  phenomenon; vasovagal
C1406293  disorder; smell, complete (anosmia)
C1406671  syncope; vasoconstriction
C1406961  tic; douloureux, atypical
C1407990  ureteralgia
C1408330  renal calculus; colic
C1408508  eyestrain; fatigue
C1408578  incoordinate; speech
C1408658  responsiveness; lack of
C1408758  eye; tension
C1408810  whistling in the ear
C1410714  vaccine; meningismus
C1411946  abdominal; pain, severe
C1442808  Ascending hemiplegia
C1442877  Sore
C1446312  Erythematous mucosa (disorder)
C1504494  tingling of limbs (symptom)
C1510410  Parosmia
C1527347  Difficulty speaking
C1533286  pain; abdomen, epigastric
C1536047  desquamation of lip
C1562577  C/O: dry skin
C1562677  Alcohol induced hallucinations (finding)
C1579838  Sore mouth
C1658104  arm numbness
C1704276  Jerking
C1705500  Flasher
C1706846  Arm Or Hand Hypoesthesia
C1708090  Foot Or Leg Hypoesthesia
C1709099  Muscular Tic
C1709227  Nipple Sensation Change Or Loss
C1709528  Phosphene Visualization
C1710534  Undesired Nerve Stimulation
C1710621  Vasovagal Reaction
C1720231  Malaise associated with AIDS (disorder)
C1720342  Fatigue associated with AIDS (disorder)
C1740831  Chronic chest pain
C1768507  Yellow nails
C1827253  Involuntary truncal rocking (finding)
C1827358  Gait dyspraxia
C1827954  Increased muscle tone - right side more than left side (finding)
C1828384  Increased muscle tone - left side more than right side
C1857155  Decreased taste
C1883552  Weakness
C1960183  Chronic vaginal pain
C1960562  Physiological tremor
C1960888  Pain in female pelvis
C1960989  Pain radiating to neck (finding)
C1997332  Lingual dysarthria
C1997818  Rhinitis due to alpha-adrenergic blocking agent
C1998149  Dizziness of unknown cause (finding)
C1998226  Multifactorial gait problem (finding)
C2004684  abnormality of walk difficulty pushing off with foot
C2004685  abnormality of walk difficulty pushing off with left foot (symptom)
C2004686  abnormality of walk difficulty pushing off with right foot (symptom)
C2004687  abnormality of walk intermittent (symptom)
C2004820  burning sensation in middle finger of right hand (symptom)
C2004821  burning sensation in perianal area (symptom)
C2004822  burning sensation in perineum
C2004823  burning sensation in right ankle (symptom)
C2004824  burning sensation in right arm or hand
C2004825  burning sensation in right groin (symptom)
C2004826  burning sensation in right inner thigh (symptom)
C2004827  burning sensation in right leg or foot
C2004828  burning sensation in right outer thigh
C2004829  burning sensation in right thigh
C2004830  burning sensation in ring finger of right hand (symptom)
C2004831  burning sensation in thumb of left hand (symptom)
C2004832  burning sensation in thumb of right hand
C2004833  burning sensation in toes of left foot (symptom)
C2004834  burning sensation in toes of right foot
C2004835  burning sensation localized to area of exposure (symptom)
C2004836  burning sensation on one entire side (symptom)
C2004837  burning superficial skin pain (symptom)
C2008804  frequent falls to left while walking (symptom)
C2008805  frequent falls to right while walking
C2008806  frequent falls while walking (symptom)
C2008807  frequent heartburn
C2008827  frequently become lost
C2008829  frequently bumping into things or people (symptom)
C2008831  frequently knocking things over (symptom)
C2008832  frequently misjudging distance when stepping up or down (symptom)
C2008833  frequently missing container when pouring liquids (symptom)
C2008834  frequently missing when threading a needle (symptom)
C2010380  gambling causing illegal or irresponsible financial activity
C2010381  gambling disrupting family or job (symptom)
C2010382  gambling with denial of extent of consequences (symptom)
C2010774  generalized convulsions occurring with high fever
C2010778  generalized dry skin (symptom)
C2010780  foggy vision which is generalized
C2010790  generalized sandpaper-like skin crusts excluding palms and soles (symptom)
C2010791  generalized sandpaper-like skin lesions excluding palms and soles
C2010797  generalized scrotal swelling (symptom)
C2010801  generalized skin lesions excluding palms (symptom)
C2010802  generalized skin lesions excluding palms and soles (symptom)
C2010803  generalized skin lesions excluding soles of feet (symptom)
C2010804  generalized lesions including the eyelid(s)
C2010805  generalized skin lesions including interior of genitalia (symptom)
C2010806  generalized skin lesions including interior of mouth (symptom)
C2010807  generalized skin lesions including interior of nose
C2010808  generalized skin lesions including interior of rectum (symptom)
C2010809  generalized skin lesions including interior surfaces
C2010810  generalized skin lesions including palms (symptom)
C2010811  generalized skin lesions including palms and soles
C2010812  generalized skin lesions including soles of feet (symptom)
C2012471  gradual loss of vision in left half of visual field
C2012472  slow loss left vision binocular
C2012473  gradual loss of vision in lower half of visual field (symptom)
C2012474  slow loss lower vision left
C2012475  gradual loss of vision in lower half of visual field in right eye (symptom)
C2012476  gradual loss of vision in lower half of visual fields in both eyes
C2012477  gradual loss of vision in nasal half of visual field (symptom)
C2012478  slow loss nasal vision binocular
C2012481  gradual loss of vision in part of visual field (symptom)
C2012482  gradual loss of vision in right half of visual field (symptom)
C2012483  gradual loss of vision in right half of visual fields in both eyes (symptom)
C2012484  gradual loss of vision in temporal half of visual field (symptom)
C2012487  gradual loss of vision in temporal half of visual fields in both eyes (symptom)
C2012488  gradual loss of vision in upper half of visual field
C2012489  slow loss upper vision binocular
C2012490  gradual loss of vision in upper half of visual field in left eye
C2012491  gradual loss of vision in upper half of visual field in right eye (symptom)
C2012492  gradual onset of abdominal pain
C2012496  gradual onset of fever (symptom)
C2012498  gradual onset of hip joint pain
C2012500  lower back pain started gradually
C2012598  groggy for too long upon awakening
C2012602  swelling of lymph nodes in both sides of groin
C2012603  groin pain progressive with decreased level of activity
C2012604  groin pain progressive with same level of activity (symptom)
C2012605  groin pain radiating to testicle (symptom)
C2012606  radiating groin pain
C2012607  groin pain worsens then abates
C2012608  bilateral inguinal swelling
C2012609  groin swelling on left
C2016108  overreaction to real or imagined slights or failures (symptom)
C2016845  soft tissue pain in the pelvic girdle
C2016846  soft tissue pain in the pelvic girdle on both sides
C2016847  soft tissue pain in the left pelvic girdle
C2016848  soft tissue pain in the right pelvic girdle
C2017774  sore throat comes and goes
C2017775  fluctuating sore throat getting better and worse
C2017776  sore throat getting progressively worse (symptom)
C2017777  sore throat lasting more than two weeks (symptom)
C2017778  sore throat on left side only (symptom)
C2017779  sore throat on right side only (symptom)
C2017780  sore throat radiating to ear (symptom)
C2017781  recurrent sore throat
C2017782  sore throat recurring daily (symptom)
C2017783  sudden onset of sore throat (symptom)
C2017784  sore throat triggered by swallowing (symptom)
C2017785  sore throat worse early AM, late PM
C2017786  sore throat worse in evening (symptom)
C2017787  sore throat worse in AM
C2018708  spinning dizziness started with straining
C2018709  spinning dizziness upon lying down (symptom)
C2019533  abdominal pain feels stabbing
C2019782  staggering to left
C2019783  staggering to right
C2019869  staring spells (reported)
C2020356  diffuse back stiffness (symptom)
C2020617  street signs blurry until too late
C2029213  cyanosis of hand or foot (symptom)
C2029231  hanging, extra skin
C2029232  hangover in remission (diagnosis)
C2029690  headache accompanied by
C2029691  headache associated factor (symptom)
C2029692  headache associated with diarrhea (symptom)
C2029693  headache accompanied by ipsilateral watery nasal discharge
C2029694  headache associated with jaw clicks
C2029695  headache associated with menarche (symptom)
C2029696  headache associated with menopause
C2029697  headache associated with menstrual cycle
C2029698  headache accompanied by nausea
C2029699  headache associated with pregnancy (symptom)
C2029700  headache associated with red eyes (symptom)
C2029701  headache associated with vomiting (symptom)
C2029702  headache associated with tearing
C2029703  headache associated with watery rhinorrhea (symptom)
C2029704  headache causes awakening from sleep (symptom)
C2029706  headache during particular times of year (symptom)
C2029707  headache exacerbated by bending over (symptom)
C2029708  headache made worse by odors
C2029709  headache exacerbated by changing body position (symptom)
C2029710  headache exacerbated by mastication
C2029711  headache made worse by coughing or straining (Valsalva)
C2029712  headache made worse by the dark
C2029713  headache exacerbated by exertion (symptom)
C2029714  headache exacerbated by eye movement (symptom)
C2029715  headache exacerbated by head movement
C2029716  headache exacerbated by laughing
C2029717  headache exacerbated by light
C2029718  headache exacerbated by lying down (symptom)
C2029719  headache made worse by noise
C2029720  headache made worse by standing or sitting up
C2029721  headache exacerbated by teeth clenching
C2029722  headache exacerbated by weather changes (symptom)
C2029723  headache made worse by
C2029725  headache lasting 1-3 days (symptom)
C2029726  headache lasting several hours (symptom)
C2029727  headache lasting several minutes or less (symptom)
C2029728  headache lasting more than a week (symptom)
C2029729  headache preceded by anxiety (symptom)
C2029730  headache preceded by depression
C2029731  headache preceded by difficulty speaking
C2029732  headache preceded by diplopia
C2029733  headache preceded by fatigue (symptom)
C2029734  headache preceded by jagged lights or undulating lines
C2029735  headache preceded by anopsia
C2029736  headache preceded by loss of sensation in both arms (symptom)
C2029737  headache preceded by loss of feeling in both legs
C2029738  headache preceded by other symptoms (aura) (symptom)
C2029739  headache preceded by partial visual field loss (hemianopsia)
C2029740  headache preceded by seeing dark spot, bright jagged outline
C2029741  headache preceded by fainting
C2029742  headache is preceded by tension
C2029743  headache preceded by transient bilateral blindness (symptom)
C2029744  headache preceded by one leg or arm tingling or going numb
C2029745  headache preceded by unilateral weakness (symptom)
C2029746  headache preceded by unsteady gait
C2029747  headache preceded by vertigo (symptom)
C2029748  headache preceded by
C2029749  headache precipitated by amyl nitrite (symptom)
C2029750  headache precipitated by certain foods (symptom)
C2029751  headache precipitated by certain medications (symptom)
C2029752  headache precipitated by cheese (symptom)
C2029753  headache precipitated by Chinese foods
C2029754  headache precipitated by chocolate
C2029755  headache precipitated by drinking alcohol
C2029756  headache precipitated by hydralazine (symptom)
C2029757  headache precipitated by indomethacin (symptom)
C2029758  headache precipitated by nitroglycerin
C2029759  headache precipitated by red wine
C2029760  headache initiating factor
C2029761  headache present upon awakening (symptom)
C2029762  headache recurring at the same time every day
C2029763  headache recurs in late afternoon every day
C2029764  headache made better by eating
C2029765  headache relieved by lying down
C2029767  headache made better by medication
C2029768  headache made better by reducing stimuli
C2029769  headache relieved by sleep
C2029770  headache relieved by
C2029771  severity of headache (symptom)
C2029772  timing of headache
C2029773  headache which changes locations (symptom)
C2029774  headache which is steady (symptom)
C2029775  headache which comes and goes
C2029776  headaches occurring several times a year
C2029777  headaches occurring daily (symptom)
C2029778  headaches occurring every few weeks (symptom)
C2029779  headaches occurring many times in groups or clusters (symptom)
C2029780  headaches occurring several times each week (symptom)
C2029781  headaches initially in groups or clusters now daily (symptom)
C2029945  heartburn after meals (symptom)
C2029946  heartburn related to certain foods caffeine
C2029947  heartburn associated with certain foods (symptom)
C2029948  heartburn related to certain foods fatty foods
C2029949  heartburn related to non-steroidal anti-inflammatory drugs (NSAIDs)
C2029950  heartburn related to certain foods tomatoes
C2029951  heartburn at night in bed (symptom)
C2029952  heartburn causing awakening
C2029953  infrequent heartburn (monthly)
C2029954  heartburn occurs during pregnancy (symptom)
C2029955  heartburn related to alcohol (symptom)
C2029956  heartburn related to anxiety
C2029957  heartburn related to beer (symptom)
C2029958  heartburn related to bending
C2029959  heartburn related to biphosphonates
C2029960  heartburn related to birth control pills
C2029961  heartburn related to body position (symptom)
C2029962  heartburn related to calcium channel blockers (symptom)
C2029963  heartburn related to chocolate (symptom)
C2029964  heartburn related to citrus (symptom)
C2029965  heartburn related to corticosteroids
C2029966  heartburn related to emotions (symptom)
C2029967  heartburn related to exercise (symptom)
C2029968  heartburn related to fear (symptom)
C2029969  heartburn related to iron (symptom)
C2029970  heartburn related to lifting (symptom)
C2029971  heartburn related to nitroglycerin (symptom)
C2029972  heartburn related to peppermint (symptom)
C2029973  heartburn related to red wine (symptom)
C2029974  heartburn related to squatting
C2029975  heartburn related to theophylline (symptom)
C2029976  heartburn related to tight clothing (symptom)
C2029977  heartburn related to vitamins
C2029978  heartburn relieved by antacids
C2029979  heartburn relieved by medication (symptom)
C2029980  heartburn seems related to certain medications
C2029981  heartburn starts with smoking (symptom)
C2029982  heartburn with regurgitation (symptom)
C2030471  hemiparalysis not affecting the face
C2030472  left-sided hemiparalysis not affecting the face
C2030473  right-sided hemiparalysis not affecting the face
C2030475  transient left-sided hemiparalysis
C2030476  transient right-sided hemiparalysis
C2030955  highly irritable (symptom)
C2030956  premenstrual irritability
C2031022  hip joint pain improved by rest (symptom)
C2031023  hip joint pain worse on rising
C2031024  hip joint pain worse with running
C2031025  hip joint pain worsens with extended activity
C2031099  hip joint pain causing difficulty lying on the affected side
C2031171  hip joint pain improved by non-steroidal anti-inflammatory drugs (NSAIDs) (symptom)
C2031172  hip joint pain improved by walking aids (symptom)
C2031177  hip pain when actively moved (symptom)
C2031178  hip pain with passive motion (symptom)
C2031179  hip pain worse with weightbearing
C2032140  pain in back of throat (symptom)
C2032148  eye pain binocular
C2032149  pain in both eyes with eye movement (symptom)
C2032163  pain in eye with downward eye movement
C2032164  pain with eye movement upward
C2032186  pain in left eye with eye movement
C2032191  pain in left groin (symptom)
C2032247  pain with eye movement right
C2032252  pain in right groin
C2032305  bilateral flank pain
C2032306  flank pain disproportionate to injury
C2032307  radiating flank pain
C2032308  pain in the flank which radiates to a testicle
C2032377  pain in left side of jaw (symptom)
C2032395  pelvic pain on the left
C2032396  pelvic pain on the right
C2032397  unrelenting pelvic pain
C2032447  pain in right side of jaw (symptom)
C2032450  pain in tailbone causing difficulty sitting (symptom)
C2032726  pain with left gaze
C2032727  pain with right gaze
C2032736  painful skin area without rash or sore
C2034121  left arm paralysis
C2034122  left leg paralysis
C2034123  right arm paralysis
C2034124  right leg paralysis
C2034125  left shoulder paralysis
C2034126  right shoulder paralysis
C2034127  paralysis of shoulder
C2036419  stretch marks in skin (symptom)
C2036478  stuttering accompanied by hand movements (symptom)
C2036479  stuttering accompanied by head movements
C2036492  stuttering characterized by hesitations (symptom)
C2036493  stuttering characteristics prolongations
C2036494  stuttering characterized by prolongations of sounds
C2036495  stuttering characterized by prolongations of syllables
C2036497  stuttering characterized by repetitions of syllables
C2036498  stuttering characterized by repetitions of 'uh'
C2036502  stuttering first noticed by person
C2036534  stuttering improved by
C2036535  stuttering improved by getting on stage
C2036536  stuttering improved by hand movements (symptom)
C2036537  stuttering improved by recitation
C2036538  stuttering improved by singing
C2036539  stuttering improved by speaking slowly (symptom)
C2036540  stuttering improved by starting over (symptom)
C2036541  stuttering interfering with (symptom)
C2036542  stuttering interfering with family interaction
C2036543  stuttering interfering with school (symptom)
C2036544  stuttering interfering with social interaction (symptom)
C2036545  stuttering interfering with talking on telephone (symptom)
C2036546  stuttering interfering with work (symptom)
C2037120  sudden exhaustion
C2037122  sudden onset or visual field defect in left half of eye
C2037123  sudden loss of vision in left half of visual fields in both eyes (symptom)
C2037124  sudden loss lower vision
C2037125  sudden loss lower vision left
C2037126  sudden loss lower vision right
C2037127  sudden loss of vision in lower half of visual fields in both eyes (symptom)
C2037128  nasal visual field defect, sudden onset
C2037129  sudden onset of nasal visual field defect in left eye
C2037130  sudden loss nasal vision right
C2037131  nasal visual field defects in both eyes, sudden onset
C2037132  sudden loss of part of vision
C2037133  sudden loss of vision in right half of visual field
C2037134  sudden loss of vision in right half of visual fields in both eyes (symptom)
C2037135  sudden loss of vision in temporal half of visual field (symptom)
C2037136  temporal visual field defects in both eyes, sudden onset
C2037138  sudden onset of temporal visual field defect in right eye
C2037139  sudden loss of vision in upper half of visual field
C2037140  sudden loss upper vision left
C2037141  sudden onset of upper visual field defect in right eye
C2037142  upper visual field defect in both eyes, sudden onset
C2037144  sudden onset of abdominal pain (symptom)
C2037193  sudden onset of fever (symptom)
C2037196  lower back pain started suddenly
C2037197  sudden onset of neck pain
C2037198  sudden onset of testicular pain (symptom)
C2037199  sudden onset of worsening vision (symptom)
C2037201  duration of sudden redness of skin
C2037202  frequency of sudden redness of skin
C2037203  sudden redness of skin lasting several hours (symptom)
C2037204  sudden redness of skin lasting several minutes (symptom)
C2037205  flushing precipitated by stressful situations
C2037206  flushing precipitated
C2037207  flushing precipitated by alcohol
C2037208  flushing precipitated by food
C2037209  flushing precipitated by minimal exertion
C2037210  sudden redness of skin several times a day (symptom)
C2037211  sudden redness of skin several times a month
C2037212  sudden redness of skin several times a week (symptom)
C2037214  sudden, flailing involuntary movements (symptom)
C2037215  left hemiballismus
C2037216  right hemiballismus
C2037217  rapid onset of choreiform movements
C2037218  suddenly falling asleep during day
C2037300  superficial neck pain (symptom)
C2037303  superficial skin pain (symptom)
C2037304  superficial skin pain of lower leg
C2037494  supraorbital pain (symptom)
C2037495  supraorbital pain on both sides
C2037496  pain above left eye
C2037497  supraorbital eye pain right
C2038642  swelling in right groin (symptom)
C2039135  swooshing sound in ears
C2039340  symptoms involving nails
C2045658  cyanosis with cold temperature
C2045659  cyanosis with exertion (symptom)
C2045660  change in color of skin to gray or ashen
C2045661  circumoral pallor
C2045666  change in handwriting
C2045667  change in handwriting less legible (symptom)
C2045668  change in handwriting signature questioned
C2045674  callus on bottom of foot (symptom)
C2046971  homosexual experiences unwanted and persistently distressing (symptom)
C2047120  hostility toward authority figures
C2047121  hostility toward caregivers
C2047122  hot flashes after recent gynecological surgery (symptom)
C2047123  hot flashes after recent orchiectomy (symptom)
C2047124  hot flashes after recent treatment for prostate cancer
C2047125  gradual onset of hot flashes
C2047126  sudden onset of hot flashes
C2047127  hot flashes with recent cessation of estrogen therapy (symptom)
C2047334  humming sounds in ears (symptom)
C2047418  poorly organized and not goal-directed
C2048474  inability to pass gas painful
C2048475  inability to pass gas painful at one location
C2048476  inability to pass gas painful diffusely throughout abdomen
C2048477  inability to pass gas after surgery (symptom)
C2048478  inability to pass gas relieved by belching (symptom)
C2048479  inability to pass gas relieved by vomiting (symptom)
C2048480  inability to pass gas relieved by vomiting large amounts
C2048481  inability to pass gas relieved by vomiting resembling stools (symptom)
C2048482  inability to pass gas relieved by vomiting small amounts (symptom)
C2048483  inability to pass gas started suddenly
C2048873  increased sensitivity to glare
C2049717  infant sleeping more than 4-5 hours at a time
C2051864  peeling of skin between toes (symptom)
C2051996  pelvic girdle pain worse rising from seated/recumbent position
C2052727  crusted penile lesion (symptom)
C2053483  periorbital pain on both sides (symptom)
C2053484  periorbital eye pain left
C2053485  periorbital pain on right side (symptom)
C2053835  peripheral vision worsens during day
C2054221  talking while asleep
C2055124  temperature reported over 100 degrees Fahrenheit (symptom)
C2055125  temperature reported over 39 degrees centigrade
C2055367  temporary weakness of left side (symptom)
C2055368  temporary weakness of one entire side (symptom)
C2055369  temporary weakness of right side (symptom)
C2057699  bilateral mouth droop
C2057700  left-sided mouth droop
C2057701  right-sided mouth droop
C2057725  change in color of skin to metallic gray or blue color (symptom)
C2073755  child previously walking now refuses to walk
C2073756  child previously walking now refuses to walk upon awakening (symptom)
C2073760  child refuses to learn to walk (symptom)
C2073776  child's angry cry
C2074609  chronic abdominal pain for more than three months (symptom)
C2074632  chronic constant flank pain (symptom)
C2074685  chronic dry skin
C2074698  chronic flank pain recurring frequently (symptom)
C2074778  abdominal pain chronic / recurring frequently
C2076645  infraorbital pain on both sides
C2076646  infraorbital pain on left side (symptom)
C2076647  infraorbital pain on right side (symptom)
C2077296  insomnia due to environmental disturbances (diagnosis)
C2077297  insomnia due to frequent interruptions (symptom)
C2077298  insomnia due to light
C2077299  insomnia due to noise
C2077300  insomnia due to pain (symptom)
C2077301  insomnia due to stress
C2077302  insomnia with moving to parental bed in middle of night (symptom)
C2077826  intermittent abdominal swelling
C2077827  anxiety which comes and goes
C2077829  arm (upper) is blue (cyanosis) intermittent
C2077839  lower back pain intermittent
C2078973  involuntary movements during sleep
C2078974  involuntary movements during sleep which are violent
C2078975  involuntary movements during sleep which cause awakening
C2078976  involuntary movements during sleep with vivid dream recall (symptom)
C2078978  involuntary movements which come and go
C2078979  involuntary shaking or trembling movements occur at rest (symptom)
C2078980  involuntary shaking or trembling occurs with movement (symptom)
C2078982  involuntary trembling or shaking movements on right side only (symptom)
C2078984  involuntary trembling or shaking movements on left side only (symptom)
C2079308  irresponsible parenting
C2079572  persistent cyanosis (symptom)
C2079663  personality change-reduced effectiveness or productivity
C2080640  bilateral photophobia
C2080641  photophobia in left eye (symptom)
C2080642  photophobia in right eye (symptom)
C2080643  periodic flashing lights centrally
C2080644  photopsia in peripheral field of vision
C2104553  episodic hangover (diagnosis)
C2107102  confusion fluctuates (symptom)
C2107103  confusion only at night (symptom)
C2107104  confusion only in new or complex situations
C2107105  confusion only upon awakening
C2107114  confusion started recently
C2107115  confusion steadily worsening
C2107116  confusion with momentary lucid intervals (symptom)
C2107733  constant burping
C2107742  constant confusion
C2108116  continuous facial pain (symptom)
C2108380  itching after warm bath or shower
C2108381  itching between toes (symptom)
C2108382  itching causing awakening from sleep
C2108384  itching of both breasts
C2108385  itching of abdomen (symptom)
C2108386  itching of both ears
C2108387  itching of left ear (symptom)
C2108388  itching of palms and soles
C2108389  itching of right ear (symptom)
C2108390  itching of soles
C2108391  itching of teeth (symptom)
C2108674  hip joint pain causing inability to sleep (symptom)
C2108675  hip joint pain difficult to localize
C2108676  hip joint pain feels better after normal movement (symptom)
C2108677  hip joint pain first appears at night (symptom)
C2108678  hip joint pain improved by (symptom)
C2108679  hip joint pain improved by medication (symptom)
C2108680  hip joint pain improved by medication acetaminophen
C2108681  hip joint pain improved by medication narcotics (symptom)
C2108682  hip joint pain increased by (symptom)
C2108683  hip joint pain increased by bending forward (symptom)
C2108684  hip joint pain increased by moving leg back while standing
C2108685  hip joint pain increased by moving leg to left side while standing
C2108686  hip joint pain increased by moving leg to right side while standing (symptom)
C2108687  hip joint pain increased by turning foot inward while standing (symptom)
C2108688  hip joint pain increased by turning foot outward while standing (symptom)
C2108689  hip joint pain increased during cold weather (symptom)
C2108690  hip joint pain increased during rainy weather
C2108691  hip joint pain with no response to medication
C2108692  hip joint pain is progressively worsening
C2108693  hip joint pain slowly worsens
C2108694  hip joint pain slowly worsens with decreased level of activity
C2108695  hip joint pain slowly worsens with the same level of activity
C2108696  sudden onset of hip joint pain
C2108697  unrelenting hip joint pain
C2108698  hip joint pain worse at night (symptom)
C2108699  hip joint pain worse when going up or down stairs
C2108700  hip joint pain worse with jumping (symptom)
C2108701  hip joint pain worse with squatting (symptom)
C2108702  hip joint pain worse with standing (symptom)
C2108709  joint pain in both hips
C2111862  poor coordination just on one side (symptom)
C2111863  poor left-sided coordination
C2111864  poor right-sided coordination
C2111865  poor coordination of arm
C2111866  poor coordination of entire left arm (symptom)
C2111867  poor coordination of entire right arm (symptom)
C2111868  knocking things over when trying to pick them up
C2111869  poor left hand coordination
C2111870  poor right hand coordination
C2111871  poor coordination slowed reaction time (symptom)
C2112828  post-traumatic insomnia (diagnosis)
C2113593  preceding dizziness
C2114753  progressive groin pain (symptom)
C2115920  excruciating throat pain
C2115921  throat pain on swallowing
C2115922  throat pain on left side only (symptom)
C2115923  throat pain on right side only
C2115924  throat pain radiating to the ear
C2115925  throat pain radiating to tongue
C2116289  tight neck muscles
C2116290  tight neck muscles on both sides
C2116330  tingling from waist down (symptom)
C2116331  tingling of feet
C2116332  tingling in perianal region (symptom)
C2116333  tingling in perineum
C2116334  factors exacerbating tingling (symptom)
C2116335  tingling made worse by exercise
C2116336  tingling made worse by heat (symptom)
C2116337  tingling made worse by stress
C2116338  tingling of arms
C2116339  tingling of arms or legs during exercise
C2116340  tingling of both arms (symptom)
C2116341  tingling of both arms and both legs (symptom)
C2116342  tingling of both feet
C2116343  tingling of both forearms
C2116344  tingling of dorsum of both forearms (symptom)
C2116345  tingling of inner aspect of both forearms (symptom)
C2116346  tingling of outer aspect of both forearms (symptom)
C2116347  tingling of volar aspect of both forearms (symptom)
C2116348  tingling of both hands
C2116349  tingling of both legs
C2116350  tingling of hands
C2116351  tingling of left arm (symptom)
C2116352  tingling of left first and second toes (symptom)
C2116353  tingling of left fourth and fifth toes (symptom)
C2116354  tingling of left fourth toe (symptom)
C2116355  tingling of left great toe
C2116356  tingling of left hand (symptom)
C2116357  tingling of left leg
C2116358  tingling of left little toe
C2116359  tingling of left middle toe
C2116360  tingling of left second and third toes (symptom)
C2116361  tingling of left second toe (symptom)
C2116362  tingling of left third and fourth toes
C2116363  tingling of thumb, index, and middle fingers of left hand (symptom)
C2116364  tingling of legs (symptom)
C2116365  tingling of one entire side (symptom)
C2116366  tingling of right first and second toes
C2116367  tingling of right fourth and fifth toes
C2116368  tingling of right fourth toe
C2116369  tingling of right great toe
C2116370  tingling of right hand (symptom)
C2116371  tingling of right little toe
C2116372  tingling of right middle toe (symptom)
C2116373  tingling of right second and third toes (symptom)
C2116374  tingling of right second toe (symptom)
C2116375  tingling of right third and fourth toes (symptom)
C2116376  tingling of shoulder
C2116377  tingling of ankle (symptom)
C2116378  tingling of back of both arms
C2116379  tingling of back of left arm (symptom)
C2116380  tingling of left calf (symptom)
C2116381  tingling of back of right arm (symptom)
C2116382  tingling of right calf (symptom)
C2116383  tingling of back of left thigh (symptom)
C2116384  tingling of back of right thigh
C2116385  tingling of chin
C2116386  tingling of both sides of chin (symptom)
C2116387  tingling of left side of chin (symptom)
C2116388  tingling of right side of chin
C2116389  left-sided hemiparesthesia
C2116390  right-sided hemiparesthesia
C2116391  tingling of forearm (symptom)
C2116392  tingling of forehead (symptom)
C2116393  tingling of left side of forehead (symptom)
C2116394  tingling of right side of forehead (symptom)
C2116395  tingling of front of both arms
C2116396  tingling of front of left arm
C2116397  tingling of front of left thigh (symptom)
C2116398  tingling of front of right arm (symptom)
C2116399  tingling of right shin (symptom)
C2116400  tingling of hands at night (symptom)
C2116401  tingling of inner aspect of left arm (symptom)
C2116402  tingling of inner aspect of left lower leg (symptom)
C2116403  tingling of inner aspect of right lower leg (symptom)
C2116404  tingling of inner aspect of right thigh (symptom)
C2116405  tingling of left ankle (symptom)
C2116406  tingling of left buttock (symptom)
C2116407  tingling of left cheek
C2116408  tingling of left foot only
C2116409  tingling of left forearm
C2116410  tingling of dorsum of left forearm (symptom)
C2116411  tingling of inner aspect of left forearm (symptom)
C2116412  tingling of outer aspect of left forearm (symptom)
C2116413  tingling of volar aspect of left forearm
C2116414  tingling of left groin
C2116415  tingling of index finger of left hand (symptom)
C2116416  tingling of little finger of left hand (symptom)
